price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,zipcode,lat,long,sqft_living15,sqft_lot15,year_sold,month_sold,day_sold,house_age,was_renovated,years_since_update,log_price,xgb_pred_log,price_pred_xgb,alpha,residual_log,id
568000,3,1.75,2050,3520,1.0,0,0,4,7,1070,980,98136,47.5536,-122.399,2050,16083,2014,6,9,48,0,48,13.24987845826512,13.11827278137207,497957.8795296869,1.1406587250641895,0.1316056768930487,7936000403
880000,4,2.5,2340,10800,1.0,0,0,3,8,2340,0,98040,47.5715,-122.225,2650,13500,2014,10,24,72,1,18,13.68767832281738,13.79825210571289,982888.6217691564,0.8953201619284581,-0.1105737828955106,1824059070
595000,5,3.0,2980,10064,1.0,0,0,3,7,1680,1300,98155,47.7372,-122.316,1590,7800,2015,2,25,85,0,85,13.296318365198625,12.851289749145508,381279.17417367705,1.5605363216847783,0.4450286160531149,6632900574
705000,3,2.5,2500,10359,2.0,0,0,3,10,2500,0,98074,47.6286,-122.051,2580,10142,2015,4,13,39,0,39,13.465954500233115,13.465571403503418,704729.968149928,1.0003831706643338,0.0003830967296973,3066400750
174500,2,1.0,1010,5200,1.0,0,0,3,7,1010,0,98198,47.4166,-122.323,1580,7500,2014,5,16,70,0,70,12.069685751267224,12.220831871032717,202972.736139922,0.8597213759768506,-0.1511461197654906,2946003415
226500,3,1.75,1640,10762,1.0,0,0,3,7,1130,510,98042,47.3586,-122.074,1680,10259,2014,5,7,37,0,37,12.330504638906516,12.484463691711426,264199.5338539084,0.8573065845197337,-0.1539590528049093,8648220150
281000,2,1.0,1280,12500,1.0,0,0,3,7,1060,220,98178,47.4833,-122.237,1460,17771,2014,12,2,74,0,74,12.546113507028412,12.37967300415039,237915.01307863437,1.1810940232978298,0.1664405028780216,2988800065
645000,4,2.25,2720,18295,1.0,0,0,4,8,2000,720,98075,47.5851,-122.073,2720,18295,2014,9,2,46,0,46,13.377007146164305,13.412936210632324,668595.6287027764,0.9647086703983436,-0.0359290644680196,824069188
571500,3,1.0,1300,6710,1.0,0,0,4,6,1300,0,98040,47.5851,-122.242,1630,9946,2014,6,3,73,0,73,13.25602151199675,13.076322555541992,477500.4881974751,1.196857415072737,0.1796989564547573,5315100667
527700,2,2.25,1330,806,3.0,0,0,3,8,1330,0,98117,47.6904,-122.395,1320,1389,2015,4,14,16,0,16,13.17628511440807,13.032963752746582,457239.02588292473,1.154100962797337,0.1433213616614885,4442800162
280000,3,2.25,1360,9600,2.0,0,0,3,7,1360,0,98045,47.4687,-121.749,1200,10400,2014,10,14,33,0,33,12.54254845357358,12.605597496032717,298222.2052523294,0.9388972218319176,-0.0630490424591343,7334600030
618000,4,1.0,1260,4080,1.0,0,0,4,7,1260,0,98105,47.6644,-122.324,1340,4080,2014,10,2,114,0,114,13.334245354561496,13.226590156555176,554925.0588496927,1.1136638905459697,0.10765519800632,8818900300
750000,4,1.5,1950,6300,1.5,0,1,3,7,1650,300,98115,47.6819,-122.271,1760,6300,2015,3,24,81,0,81,13.527829818844936,13.488092422485352,720781.295357748,1.040537545619507,0.0397373963595857,8928100025
570000,3,3.5,1460,1021,2.0,0,0,3,8,1150,310,98122,47.6169,-122.309,1460,1245,2014,9,15,19,0,19,13.25339339419516,13.188192367553713,534021.0277467913,1.0673736995058336,0.0652010266414482,7234601162
357500,3,1.0,1070,10125,1.0,0,0,3,7,1070,0,98033,47.7012,-122.167,1540,10200,2014,7,16,64,0,64,12.786893438315085,12.766264915466309,350200.8268694386,1.0208428209488,0.0206285228487761,6608500260
1250000,5,3.25,3160,13238,2.0,0,0,5,8,3160,0,98040,47.5373,-122.224,2360,12042,2014,6,2,53,0,53,14.038654909278163,13.68777084350586,880081.4220649373,1.4203231299521375,0.3508840657723038,5451200600
204900,3,2.0,1390,8245,1.0,0,0,2,7,1390,0,98001,47.2669,-122.254,1260,8245,2015,3,11,41,0,41,12.23028221464456,12.328642845153809,226078.69416719835,0.9063215830876328,-0.0983606305092497,5706600170
208950,3,1.0,960,5700,1.0,0,0,4,5,960,0,98056,47.4983,-122.172,960,5700,2014,10,13,69,0,69,12.24985505369854,12.168508529663086,192625.53273105688,1.0847471622141354,0.0813465240354549,425000175
630000,4,2.5,3220,14463,2.0,0,0,3,8,3220,0,98074,47.6261,-122.047,2550,12109,2014,10,29,47,0,47,13.353476685668044,13.306964874267578,601368.5246654103,1.0476105319122242,0.0465118114004656,7504400400
852880,4,3.25,3450,6184,2.0,0,0,3,9,3450,0,98074,47.6072,-122.054,3020,5369,2014,6,16,11,0,11,13.65637530912156,13.66464614868164,859963.2939299322,0.9917632601531604,-0.0082708395600814,1042700270
330000,3,1.0,2140,5037,1.0,0,0,3,7,2140,0,98118,47.5494,-122.274,1630,6054,2015,1,30,68,0,68,12.706850963741102,12.888838768005373,395868.0556507236,0.8336110865463737,-0.1819878042642688,8113101233
122000,2,1.0,740,6840,1.0,0,0,3,6,740,0,98126,47.5168,-122.373,740,6840,2015,3,6,83,0,83,11.711784520403112,12.5161714553833,272710.96812469955,0.4473600781036955,-0.8043869349801884,7454000145
699000,3,2.5,2370,10968,2.0,0,0,4,9,2370,0,98033,47.6679,-122.172,2380,8144,2015,4,17,40,0,40,13.457407451830088,13.528180122375488,750262.774020863,0.9316735738518228,-0.0707726705454003,6669070080
414000,4,2.5,3490,9030,1.5,0,0,4,8,3490,0,98023,47.3198,-122.386,2540,8400,2014,8,26,56,0,56,12.933623668263472,12.727155685424805,336769.06791843066,1.2293290549483469,0.2064679828386673,8731982840
1388000,4,2.25,2940,20384,2.0,0,0,4,9,2940,0,98004,47.6214,-122.227,3410,19910,2015,4,28,55,0,55,14.143375140509722,14.343911170959473,1696216.2301714744,0.8182918989400803,-0.2005360304497507,6448000010
333000,4,2.0,1580,7800,2.0,0,0,2,6,1580,0,98144,47.5848,-122.302,1190,4440,2014,5,19,119,0,119,12.715900771961074,13.043957710266112,462293.6374850748,0.7203213996445084,-0.3280569383050391,1498302783
965000,4,2.5,3570,17411,2.0,0,0,3,10,3570,0,98075,47.5617,-122.03,3510,16153,2015,4,26,35,0,35,13.779884416590017,13.60698413848877,811778.5876283044,1.188747787520915,0.1729002781012472,8835700250
325000,2,1.0,960,4800,1.5,0,0,2,6,960,0,98116,47.5752,-122.411,1440,4800,2014,12,24,113,0,113,12.691583538230216,12.477753639221191,262432.668911445,1.2384128902399252,0.2138298990090259,6371500120
330000,3,1.0,980,7000,1.0,0,0,3,6,980,0,98133,47.7617,-122.357,1220,7000,2014,11,12,72,0,72,12.706850963741102,12.517951011657717,273196.7064898742,1.207920857611917,0.1888999520833874,7282300125
1050000,4,3.25,4400,16625,2.0,0,0,3,11,4400,0,98075,47.5868,-121.968,4440,15523,2014,5,13,22,0,22,13.864301674514206,13.922242164611816,1112634.5904052197,0.9437060550288948,-0.0579404900976108,98000960
1150000,3,2.75,3230,75889,2.0,1,4,3,7,3230,0,98023,47.3344,-122.37,2560,72229,2014,11,21,100,1,32,13.955273369904273,13.03326416015625,457376.4048084872,2.5143404598703087,0.9220092097480226,4166600115
710000,3,2.5,2330,9160,2.0,0,0,3,9,2330,0,98006,47.5467,-122.181,2460,9160,2015,2,13,28,0,28,13.47302165746721,13.431096076965332,680848.1696444324,1.0428169328424457,0.0419255805018785,6070800050
445000,3,1.0,1050,5664,1.0,0,0,4,7,910,140,98115,47.6897,-122.285,1500,5664,2014,6,12,78,0,78,13.005831808336865,13.08030128479004,479404.1218447325,0.9282356569811157,-0.0744694764531761,442000015
1100000,5,2.75,2660,8737,1.0,0,4,5,8,1470,1190,98006,47.5667,-122.155,3280,8783,2014,6,4,56,0,56,13.910821646859096,13.81541633605957,999904.7825340404,1.1001047491865077,0.0954053107995243,7855400330
585000,3,1.5,1810,3880,1.5,0,0,4,8,1310,500,98117,47.6835,-122.392,1400,3880,2015,5,7,96,0,96,13.279368835614244,13.530757904052734,752199.2851097006,0.7777194309812242,-0.2513890684384918,4443800505
420000,3,2.5,2370,15375,2.0,0,2,3,9,2370,0,98042,47.3803,-122.147,2450,9800,2014,10,14,32,0,32,12.948012371209098,12.952469825744627,421876.3140479688,0.995552454628312,-0.0044574545355313,4397010140
465750,3,2.5,2670,4534,2.0,0,0,3,9,2670,0,98056,47.51,-122.184,3040,5079,2014,12,18,18,0,18,13.05140643553614,13.155566215515137,516879.1019716935,0.9010811197886396,-0.1041597799789961,259500230
335900,4,2.75,2475,4000,2.0,0,0,3,7,2475,0,98002,47.345,-122.209,2475,4000,2014,10,31,11,0,11,12.724571752672464,12.723685264587402,335602.35971251613,1.0008868837744134,0.0008864880850616,301401630
620000,4,2.5,2500,8282,2.0,0,0,3,9,2500,0,98056,47.5127,-122.169,2500,8046,2014,9,22,12,0,12,13.3374763699232,13.272547721862791,581023.2200875168,1.067082998690848,0.0649286480604072,3448900420
210000,2,1.0,750,34133,1.0,0,0,3,6,750,0,98168,47.4781,-122.294,1460,25792,2015,3,4,75,0,75,12.25486757159303,12.076430320739746,175680.91201251897,1.1953489858080624,0.1784372508532836,1623049062
857326,3,3.5,3940,11632,2.0,0,0,3,10,3940,0,98166,47.438,-122.344,2015,11632,2014,11,4,11,0,11,13.661574688396971,13.58163833618164,791461.9411583763,1.0832182261919323,0.0799363522153324,3746700120
509500,5,2.25,2060,9000,1.0,0,0,4,7,1320,740,98007,47.6122,-122.137,2050,8800,2014,8,6,64,0,64,13.141187094351528,13.205262184143066,543214.9317010405,0.9379344533194908,-0.0640750897915385,4040600190
385000,6,4.0,2700,7416,1.0,0,0,3,7,1350,1350,98108,47.5525,-122.3,2260,5324,2014,9,9,56,0,56,12.861001210669146,12.990385055541992,438178.9963630104,0.8786363636677964,-0.1293838448728461,7529500030
149500,3,1.0,1010,9450,1.0,0,0,4,7,1010,0,98198,47.3592,-122.315,1240,9450,2014,6,10,66,0,66,11.91505836075372,12.210685729980469,200923.74822094972,0.7440633639563571,-0.2956273692267501,9536601996
380000,3,1.0,1160,9375,1.0,0,0,3,7,1160,0,98077,47.7419,-122.073,1160,9650,2015,4,29,58,0,58,12.847929163278051,12.759305000305176,347771.91418305686,1.092670179800601,0.0886241629728772,1771000960
275000,3,1.5,1180,10277,1.0,0,0,3,6,1180,0,98045,47.488,-121.787,1680,11104,2014,5,2,42,0,42,12.524530013005734,12.59216022491455,294241.7026292927,0.9346057936133724,-0.067630211908817,776600130
750000,4,1.5,2030,3300,1.5,0,0,4,8,1530,500,98116,47.5855,-122.383,2610,5400,2015,5,12,98,0,98,13.527829818844936,13.608108520507812,812691.8513324886,0.9228590132536716,-0.0802787016628752,9151600106
287450,3,2.5,1440,2500,2.0,0,0,3,7,1440,0,98146,47.5123,-122.358,1440,5000,2015,2,11,17,0,17,12.568807689911276,12.557879447937012,284325.76818979555,1.0109882119728204,0.0109282419742644,7211400576
320000,3,2.0,2320,7800,1.0,0,0,4,7,1160,1160,98168,47.5141,-122.316,1380,7800,2014,12,29,65,0,65,12.676079399771028,12.669356346130373,317855.8318668857,1.0067457253199377,0.0067230536406555,7258200060
950000,5,2.0,2940,5500,2.0,0,0,4,9,2340,600,98102,47.6466,-122.321,2940,5500,2014,11,24,116,0,116,13.76421831620775,14.070653915405272,1290645.6314095678,0.7360657153911918,-0.306435599197524,1959701695
362000,1,1.0,890,211576,1.5,0,0,3,7,890,0,98019,47.7216,-121.883,1670,217364,2015,2,11,29,0,29,12.799402253235032,12.52928352355957,276310.3320270363,1.3101211139820106,0.2701187296754614,2326079039
197500,2,1.0,820,8860,1.0,0,0,3,6,820,0,98055,47.452,-122.19,1660,15375,2015,3,17,75,0,75,12.193498926601634,12.09578800201416,179114.83564123104,1.1026445648287595,0.0977109245874743,2892600016
305000,3,2.25,1370,6600,2.0,0,0,4,7,1370,0,98038,47.3504,-122.035,1370,6600,2015,3,18,32,0,32,12.628070334272698,12.470481872558594,260531.2342799517,1.1706849692818972,0.1575884617141039,2025701080
445000,5,3.0,2420,11250,2.0,0,0,3,8,2420,0,98146,47.5082,-122.362,1510,9950,2014,11,12,12,0,12,13.005831808336865,13.141101837158203,509456.5632264187,0.8734797667180664,-0.1352700288213402,8151600900
734000,3,1.75,2145,3840,1.5,0,0,5,8,2145,0,98103,47.6875,-122.357,1140,3840,2014,11,3,115,0,115,13.506265669993544,13.526653289794922,749118.120915866,0.9798187755792336,-0.0203876198013777,2919200665
450000,3,2.5,2620,14096,2.0,0,0,4,9,2620,0,98042,47.3513,-122.1,3010,14096,2014,9,26,36,0,36,13.017005083966255,12.981833457946776,434447.8337984916,1.035797545738764,0.0351716260194781,3981200250
839990,4,2.75,3660,5637,2.0,0,0,3,9,3660,0,98053,47.6845,-122.017,3625,5639,2014,8,22,11,0,11,13.641146456476385,13.684321403503418,877050.860428053,0.9577437727956106,-0.043174947027035,7203220310
580000,3,2.5,1740,1280,3.0,0,2,3,8,1740,0,98116,47.589,-122.387,1740,1308,2015,4,13,17,0,17,13.270785106659046,13.420473098754885,673653.8041998601,0.8609763596435138,-0.1496879920958367,9274200320
235000,3,2.0,1900,7980,1.0,0,0,4,7,1340,560,98023,47.305,-122.373,1690,7840,2015,4,30,48,0,48,12.367345048436391,12.449665069580078,255163.8458467776,0.92097686966638,-0.0823200211436869,9542800820
889000,4,2.5,2570,4480,1.5,0,0,4,8,1580,990,98105,47.6701,-122.291,2070,4480,2014,10,31,98,0,98,13.697853639354802,13.584449768066406,793690.2161607362,1.1200843627634711,0.113403871288396,8827901450
640000,3,1.0,1210,3720,2.0,0,0,4,8,1210,0,98112,47.6317,-122.301,1560,6000,2014,11,10,95,0,95,13.369225017834632,13.326753616333008,613387.3980601412,1.0433862874001358,0.0424714015016256,3204300090
635000,5,3.5,4150,13232,2.0,0,0,3,11,4150,0,98003,47.3417,-122.182,3840,15121,2015,2,6,19,0,19,13.361381852676738,13.604928016662598,810111.1846793703,0.7838430230429708,-0.2435461639858598,9358400150
1090000,4,2.5,2780,6837,2.0,0,0,3,9,2780,0,98033,47.666,-122.201,1160,6837,2014,10,28,21,0,21,13.901689171636098,13.683713912963867,876518.2215230761,1.243556577872356,0.2179752586722312,4151800530
1165000,4,3.75,3920,4500,3.0,0,0,3,8,3920,0,98103,47.6805,-122.346,2040,3000,2015,3,25,12,0,12,13.968232503350668,13.905403137207031,1094055.7529878314,1.0648451843687328,0.0628293661436369,3362401611
340500,2,1.0,940,5413,1.0,0,0,3,7,940,0,98115,47.6956,-122.304,1340,5296,2015,1,29,102,0,102,12.738173341424954,12.967164039611816,428121.2392932978,0.7953354534852446,-0.2289906981868625,5101402472
657500,4,2.25,2520,10370,2.0,0,0,3,9,2520,0,98074,47.6377,-122.049,2848,12682,2015,1,22,45,0,45,13.396201563945448,13.332178115844728,616723.7640025276,1.0661175041040016,0.0640234481007215,7504060020
365000,3,2.5,2653,4510,2.0,0,0,3,8,2653,0,98031,47.4145,-122.166,2653,4927,2015,3,20,19,0,19,12.807655372286902,12.827025413513184,372139.0025943931,0.9808163010471276,-0.0193700412262813,4215100060
556000,3,1.0,1800,4005,1.5,0,0,4,7,1160,640,98117,47.6876,-122.38,1240,4005,2014,9,19,96,0,96,13.228525371792252,13.197572708129885,539053.9043868701,1.0314367366143182,0.0309526636623704,546000865
285750,3,2.25,1960,17126,1.0,0,0,3,8,1400,560,98055,47.4436,-122.21,2060,11466,2015,4,12,59,0,59,12.562876081213489,12.79783058166504,361431.5001845132,0.7906062417197247,-0.2349545004515505,7616800350
928990,4,2.5,3570,6054,2.0,0,0,3,9,3570,0,98052,47.7053,-122.126,3600,6050,2014,9,29,11,0,11,13.741854329912664,13.699138641357422,890143.1023524437,1.043641182574906,0.0427156885552424,2937300430
315000,3,1.75,2500,8289,1.0,0,0,4,7,1250,1250,98056,47.4973,-122.177,1710,8205,2014,10,30,67,0,67,12.660331092405906,12.68227767944336,321989.615419972,0.9782924197388932,-0.0219465870374531,8074400035
921800,4,2.5,2950,7024,2.0,0,0,3,10,2950,0,98199,47.6651,-122.403,2950,6339,2014,8,28,13,0,13,13.734084644101976,13.92965602874756,1120914.1734327402,0.8223644787870211,-0.1955713846455822,1025039326
195700,3,1.0,1120,5200,1.0,0,0,5,7,1120,0,98042,47.3638,-122.088,1690,5200,2014,11,6,49,0,49,12.184343263233146,12.258746147155762,210816.08634998064,0.928297282187062,-0.074402883922616,8651443360
650000,3,2.0,2800,10501,1.0,0,0,3,7,1400,1400,98125,47.7055,-122.315,2260,6534,2014,12,8,71,0,71,13.384729180332174,13.26379680633545,575960.9084542489,1.128548813745807,0.1209323739967249,2926049382
380000,4,2.5,2110,5306,2.0,0,0,3,8,2110,0,98038,47.356,-122.057,2250,5306,2015,5,5,13,0,13,12.847929163278051,12.80038356781006,362355.4112140554,1.0486941501075622,0.0475455954679944,3023000200
300000,3,2.5,1020,1570,2.0,0,0,3,7,720,300,98144,47.5871,-122.317,1470,1249,2014,12,10,21,0,21,12.611541086966117,12.691245079040527,324890.019037975,0.923389400783452,-0.0797039920744122,7660100336
320000,4,1.5,1310,137214,1.5,0,0,4,7,1310,0,98198,47.362,-122.316,1310,9450,2015,4,28,99,0,99,12.676079399771028,12.605772972106934,298274.5408813191,1.0728371219832848,0.070306427664093,9537200037
380000,3,3.25,2090,51212,1.0,0,0,3,8,1510,580,98092,47.3097,-122.099,2690,40820,2015,4,11,36,0,36,12.847929163278051,12.962099075317385,425958.29767264624,0.8921061100963322,-0.1141699120393298,2817900180
309000,3,1.0,1820,8142,1.0,0,0,3,7,1040,780,98168,47.505,-122.316,1820,8142,2014,12,19,64,0,64,12.6410997921206,12.33907413482666,228449.339896214,1.3525974736472457,0.3020256572939406,2788500090
282000,3,2.25,1260,915,2.0,0,0,3,8,1020,240,98106,47.555,-122.363,1260,1056,2014,8,22,18,0,18,12.549665896013254,12.656575202941896,313819.1100971244,0.898606843645447,-0.1069093069286406,2424039036
785500,4,4.0,3280,8448,2.0,0,0,3,10,3280,0,98075,47.5818,-121.973,3730,8030,2014,10,13,18,0,18,13.574077009751475,13.59602165222168,802928.0655453491,0.9782943624800162,-0.0219446424702027,98030140
332500,4,2.5,2220,4720,2.0,0,0,3,7,2220,0,98038,47.3541,-122.024,2090,4717,2015,1,12,27,0,27,12.71439814659232,12.689306259155272,324260.72411161003,1.0254094167925007,0.0250918874370462,538000250
750000,3,1.0,1120,8549,1.0,0,0,3,7,1120,0,98004,47.6294,-122.205,1440,8640,2015,2,5,73,0,73,13.527829818844936,13.302663803100586,598787.5460074466,1.252531060475117,0.2251660157443513,9533100145
435000,2,1.0,1230,3800,1.0,0,0,3,7,1230,0,98115,47.6797,-122.292,1610,3800,2014,6,17,97,0,97,12.983103608918752,13.117186546325684,497417.2728092208,0.8745172791111332,-0.1340829374069301,7170200080
340000,3,1.0,1250,4800,1.0,0,0,4,7,1250,0,98126,47.5517,-122.381,1404,4800,2014,5,16,74,0,74,12.73670383776449,12.936882019042969,415351.1605631776,0.8185844468063881,-0.2001781812784795,2349300090
1760000,4,5.0,6055,21630,1.0,0,3,4,12,3555,2500,98006,47.5524,-122.112,4890,19223,2014,8,11,29,0,29,14.38082493519599,14.576087951660156,2139510.204208182,0.8226181845444216,-0.1952630164641657,4139420370
350000,2,1.0,1350,3880,1.0,0,0,3,6,950,400,98103,47.6842,-122.344,1670,3920,2015,3,24,98,0,98,12.765691290604371,13.038458824157717,459758.50850583066,0.7612692174799878,-0.2727675335533437,5511600245
292000,3,1.75,1650,14633,1.0,0,0,4,7,1650,0,98056,47.4984,-122.176,1370,12495,2014,12,16,67,0,67,12.584512505902088,12.547049522399902,281263.1443897888,1.038173702542881,0.037462983502186,7809200005
1425000,5,3.0,2840,6240,2.0,0,0,5,9,2440,400,98112,47.6285,-122.309,2940,6000,2014,12,29,120,0,120,14.169683073439028,14.113272666931152,1346840.3482864173,1.0580318608757342,0.0564104065078758,1336800670
900000,6,3.0,3020,13783,2.0,0,0,3,8,3020,0,98040,47.5722,-122.226,1720,13500,2014,6,18,73,1,23,13.71015115341694,13.766301155090332,951980.761108339,0.9453972567178556,-0.0561500016733909,5450300020
240000,2,1.5,1670,9880,1.0,0,0,4,7,1670,0,98146,47.4864,-122.348,1670,9807,2014,8,6,84,1,62,12.388398368982116,12.543335914611816,280220.5767145532,0.8564681538161136,-0.1549375456297017,1823049046
306000,4,2.5,2490,8124,2.0,0,0,3,7,2490,0,98092,47.3347,-122.17,2760,6300,2014,6,12,24,0,24,12.631343648903034,12.670459747314451,318206.7490371435,0.9616389373447304,-0.0391160984114193,2111010340
725000,3,1.75,1860,6000,2.0,0,2,4,8,1860,0,98144,47.5981,-122.288,3030,7119,2014,7,1,66,0,66,13.493928313146206,13.560176849365234,774656.9448052787,0.935898148027627,-0.0662485362190281,1250203135
929000,5,3.25,4150,7100,2.0,0,0,3,10,4150,0,98074,47.6026,-122.06,3560,7214,2014,12,10,12,0,12,13.74186509422166,13.859796524047852,1045280.2271315044,0.888756886322623,-0.117931429826191,2895730540
450000,4,2.0,2240,7725,1.0,0,0,5,7,1120,1120,98106,47.5331,-122.365,1340,6300,2014,5,29,69,0,69,13.017005083966255,12.915932655334473,406740.3079483582,1.1063570322544336,0.1010724286317827,3390600025
154000,3,3.0,1530,9997,1.0,0,0,3,6,1020,510,98001,47.2861,-122.252,1410,9997,2014,10,16,33,0,33,11.944714374881176,12.255242347717283,210078.71811078265,0.7330585476953922,-0.310527972836109,3356403304
824000,7,4.25,3670,4000,2.0,0,1,3,8,2800,870,98199,47.6375,-122.388,2010,4000,2014,6,17,61,0,61,13.621927022483105,13.652731895446776,849778.255601782,0.9696647267309436,-0.0308048729636727,2771604190
469000,5,2.5,2240,7543,1.0,0,0,3,7,1140,1100,98177,47.7756,-122.372,2110,7408,2014,6,18,59,0,59,13.058360179622303,12.95823097229004,424313.8257675828,1.1053139716849434,0.1001292073322659,2978800120
529950,3,1.0,1240,5000,1.5,0,0,5,7,1240,0,98107,47.6755,-122.367,1240,4900,2014,7,3,116,0,116,13.18053982842409,13.251001358032228,568638.1664220247,0.9319634721927694,-0.0704615296081367,452001280
385000,4,1.75,1620,4980,1.0,0,0,4,7,860,760,98133,47.7025,-122.341,1400,4980,2014,5,14,78,0,78,12.861001210669146,12.947517395019531,419792.1609473405,0.9171205082323942,-0.0865161843503852,6300500875
255000,3,2.25,1890,7314,1.0,0,0,3,7,1100,790,98031,47.4121,-122.172,1520,7676,2015,3,24,44,0,44,12.449022745701502,12.55772304534912,284281.3022248307,0.8969988458767052,-0.1087002996476194,2787320140
1169000,5,4.25,4610,13252,2.0,0,4,3,11,4610,0,98075,47.5878,-121.969,4400,15154,2014,8,18,21,0,21,13.971660095885833,14.014785766601562,1220516.8167283563,0.9577909816380498,-0.0431256707157299,98001070
214000,3,2.0,1580,5080,1.0,0,0,4,6,800,780,98146,47.4963,-122.35,1580,7114,2015,2,9,83,0,83,12.273735966890268,12.505301475524902,269762.6476463503,0.7932899601450633,-0.2315655086346346,7520000440
520000,3,1.5,1580,8841,1.5,0,0,5,7,1180,400,98103,47.6931,-122.352,1580,7512,2015,4,28,102,0,102,13.161586013632684,13.224555015563965,553796.8544970984,0.9389724693763578,-0.0629690019312807,6431500122
499000,6,1.75,2400,7500,1.5,0,0,3,7,1400,1000,98155,47.7661,-122.313,1980,7500,2015,3,13,50,0,50,13.120363378739665,12.90003776550293,400326.3096065898,1.2464831514330876,0.2203256132367332,3972900025
1100000,3,2.0,2390,6888,2.0,0,1,5,8,2390,0,98115,47.6839,-122.274,2390,7920,2014,5,20,86,0,86,13.910821646859096,13.889342308044434,1076624.6480777992,1.021711700511348,0.021479338814661,7533800325
350000,2,1.0,1280,5250,1.0,0,0,4,7,1140,140,98126,47.5258,-122.377,1050,5250,2014,9,15,83,0,83,12.765691290604371,12.882452011108398,393347.7929487717,0.8897977979644666,-0.1167607205040273,1782000085
1468000,4,3.25,5010,34460,2.0,0,0,3,12,5010,0,98006,47.5469,-122.127,4760,34460,2014,5,19,37,0,37,14.199412169355275,14.308417320251465,1637066.877808571,0.8967257354599407,-0.1090051508961895,4139900050
350000,3,1.0,1300,10236,1.0,0,0,4,6,1300,0,98045,47.5028,-121.77,1380,11325,2014,9,30,54,0,54,12.765691290604371,12.477134704589844,262270.2898815103,1.3345011368162387,0.2885565860145274,323089134
630000,3,2.5,2320,32772,2.0,0,0,3,9,2320,0,98053,47.6304,-121.988,2610,33305,2014,9,15,33,0,33,13.353476685668044,13.333104133605955,617295.126592909,1.0205815222893693,0.0203725520620867,205000410
770000,4,3.25,4270,6384,2.0,0,0,3,9,3060,1210,98065,47.5362,-121.874,2850,6285,2015,2,19,24,0,24,13.554147092530322,13.43351936340332,682500.0629004394,1.1282050242277044,0.1206277291270012,7852090280
410000,4,3.0,2430,7243,2.0,0,0,3,8,2430,0,98038,47.3533,-122.016,2430,7084,2014,12,12,22,0,22,12.923914877701906,12.853150367736816,381989.2515409659,1.0733286299183475,0.0707645099650893,5104512060
910000,3,3.5,2480,3200,2.0,0,0,3,10,2480,0,98144,47.5951,-122.307,1980,3200,2015,3,3,15,0,15,13.721200977393528,13.60509204864502,810244.0798862415,1.1231183572828627,0.1161089287485079,1937300270
469950,3,2.25,1620,8701,1.0,0,0,3,7,1220,400,98007,47.6071,-122.137,1600,7910,2014,9,19,63,0,63,13.06038371293213,13.05998992919922,469764.9773727765,1.0003938621143242,0.0003937837329104,4039300400
442000,4,2.5,2520,7253,2.0,0,0,3,9,2520,0,98059,47.5148,-122.159,2570,8359,2014,6,23,35,0,35,12.999067423500716,13.23826026916504,561439.0439877012,0.7872626685537075,-0.2391928456643235,7312000240
246000,3,2.5,1650,6675,1.0,0,0,3,8,1290,360,98023,47.2899,-122.372,1880,6675,2014,11,19,35,0,35,12.413090879946887,12.36801815032959,235158.2328654501,1.0461041359362198,0.0450727296172974,2791500280
435000,3,2.0,980,5000,1.0,0,0,3,6,980,0,98144,47.595,-122.308,1970,3025,2014,6,6,85,0,85,12.983103608918752,12.914070129394531,405983.4467670464,1.0714722569701305,0.0690334795242222,1937300180
440000,4,1.0,1440,6678,1.0,0,0,3,7,1040,400,98116,47.571,-122.392,1320,6678,2015,3,26,75,0,75,12.994532278619134,13.064126014709473,471711.9933616424,0.9327725523032652,-0.0695937360903382,5013500400
294999,4,2.5,1660,9760,2.0,0,0,3,7,1660,0,98030,47.3635,-122.188,1580,9614,2014,6,17,31,0,31,12.594730635321955,12.465557098388672,259251.32607840595,1.1378881044210467,0.1291735369332851,4345300050
580000,6,1.75,2180,4000,1.5,0,0,4,7,1380,800,98105,47.6643,-122.29,1720,4000,2014,10,9,99,0,99,13.270785106659046,13.397818565368652,658564.0400980901,0.8807040237326224,-0.1270334587096062,2436200025
277500,3,2.0,1260,22100,2.0,0,0,4,7,1260,0,98023,47.2772,-122.354,1430,13000,2014,8,19,44,0,44,12.533579815765735,12.42099666595459,247952.5392728108,1.1191657920255436,0.1125831498111473,2180001080
452000,2,1.0,1220,6000,1.0,0,0,3,6,880,340,98118,47.5647,-122.27,1220,6840,2014,8,29,87,0,87,13.021439671201302,12.73166275024414,338290.33810020017,1.3361303859234652,0.289776920957161,5249803645
1280000,4,2.5,3160,4620,1.5,0,4,3,9,2020,1140,98116,47.5875,-122.382,2790,5308,2014,7,6,108,1,20,14.062371417145494,13.926673889160156,1117576.4272060953,1.145335539333053,0.1356975279853376,9275700016
305000,4,2.0,1800,13551,1.0,0,0,4,7,1800,0,98059,47.4721,-122.128,1730,13551,2014,12,30,51,0,51,12.628070334272698,12.712910652160645,332005.7742841022,0.9186587210950344,-0.0848403178879468,2323059184
